pagnr,zpsex,zpage,w1_q88,w1_q107,w1_q115,w1_q116,w1_q4,w2_q4,w1_q5x1,w2_q2x1,w1_q6x1,w1_q7,w2_q3,w1_q8,w1_q12,w1_q43,w1_q44,w1_q48x1,w1_q48x2,w1_q48x3,w1_q48x4,w1_q48x5,w1_q48x6,w2_q15,w1_q49,w2_q14,w1_q50,w1_q51,w1_quiz,w2_quiz,w1_q21,w1_q22,w1_q26x1,w1_q26x2,w1_q26x3,w1_q26x4,w1_q26x5,w1_q26x6,w1_q26x7,w1_q26x8,w1_q26x9,w1_q26x10,w1_q26x11,w1_q26x12,w1_q68x1,w1_q76x2,w1_q64x1,w1_q64x2,w1_q64x3,w1_q83x1,w1_q83x6,w1_q83x2,w1_q83x7,w1_q83x3,w1_q83x8,w1_q83x4,w1_q83x9,w1_q83x5,w1_q83x10,w1_q66x1,w1_q66x2,w1_q66x3,w1_q66x4,w1_q68x1,w1_q68x2,w1_q68x3,w2_q33,w2_q34x1,w2_q34x2,w2_q34x3,w2_q34x4,w2_q34x5,w2_q34x6,w2_q34x7,w2_q34x8,w2_q35R1,w2_q35R2,w2_q35R3,w2_q35R4,w2_q35R5,w2_q35R6,w2_q35R7,w2_q35R8,w2_q35R9,w2_q35R10,w2_q35R11,w2_q35R12,w2_q35R13,w2_q35R14,w2_q35R15,w2_q35R88,w2_q35R99,w2_q36,w2_q37x1,w2_q37x2,w2_q37x3,w2_q37x4,w2_q37x5,w2_q37x6,w2_q37x7,w2_q37x8,w2_q38R1,w2_q38R2,w2_q38R3,w2_q38R4,w2_q38R5,w2_q38R6,w2_q38R7,w2_q38R8,w2_q38R9,w2_q38R10,w2_q38R88,w2_q38R99,w2_q39x1,w2_q39x2,w2_q39x3,w2_q39x4,w2_q39x5,w2_q41,w2_q42x1,w2_q42x2,w2_q42x3,w2_q42x4,w2_q43R1,w2_q43R2,w2_q43R3,w2_q43R4,w2_q43R5,w2_q43R6,w2_q43R7,w2_q43R8,w2_q43R9,w2_q43R10,w2_q43R11,w2_q43R12,w2_q43R13,w2_q43R14,w2_q43R15,w2_q43R16,w2_q43R17,w2_q43R88,w2_q43R99,w2_q44,w2_q45,w2_q46,w2_q47,w2_q48,w2_q49,a_immigration_index,strategy
2352,2,28,11,3,2,9,2,2,10000,10000,11000,2,1,1,5,2,3,0,10,5,3,6,0,2,10,4,2,,5,5,1,7,1,1,2,2,1,1,2,1,2,3,2,2,2,1,3,2,4,2,2,2,2,1,2,3,2,3,2,1,4,3,2,2,3,2,3,5,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,8,8,8,8,8,9,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,2,5,5,2,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,4,1
254,1,37,9,1,2,9,2,,10000,,17000,2,,2,5,2,2,1,4,0,0,4,0,,8,,2,,5,,1,6,4,3,2,5,5,4,2,5,2,3,1,4,3,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,2,2,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1
2683,2,70,4,4,2,9,2,1,11000,13000,22000,3,1,1,8,3,2,0,0,10,0,0,0,,0,2,,3,5,5,1,6,2,2,2,2,1,2,2,3,1,2,2,4,3,2,2,2,1,1,1,3,2,2,2,1,2,2,2,2,1,2,1,3,4,3,2,7,8,8,8,8,8,8,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,7,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,3,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3,1
4423,1,72,4,2,3,,3,,10000,,10000,3,,3,8,3,3,2,7,8,0,0,0,,8,,3,,4,,2,0,3,1,1,5,5,5,1,1,1,5,1,2,,5,4,2,1,1,5,5,4,3,1,1,4,1,5,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,3
871,2,26,7,2,2,7,1,,12000,,12000,6,,1,6,,,6,2,5,4,4,6,,6,,10,,6,,1,1,4,4,3,2,1,2,2,1,2,2,1,2,1,5,2,1,3,1,1,3,2,2,1,1,3,1,2,1,2,1,1,1,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
3637,1,38,6,1,2,9,1,,10000,,21000,2,,2,6,,,5,6,5,3,5,4,,3,,,6,6,,2,2,5,2,3,1,2,3,2,1,4,2,2,1,2,4,2,3,3,1,2,2,2,1,2,1,1,1,2,2,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
1021,2,17,7,3,2,2,3,3,10000,10000,13000,1,1,1,4,,,7,6,3,0,7,2,,5,1,,,4,3,3,5,3,3,3,3,3,5,4,4,3,3,3,4,3,4,5,5,2,4,2,4,4,5,1,3,5,5,2,2,2,2,4,3,3,,4,9,9,9,9,9,9,2,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,9,8,9,8,8,8,8,0,0,0,0,1,0,0,0,1,0,0,0,4,4,5,5,5,4,4,4,4,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,2.5,5
1886,2,72,6,2,2,6,2,2,10000,11000,10000,1,1,1,5,1,3,8,2,3,1,3,2,1,4,4,,1,6,6,3,5,2,2,2,3,4,3,1,2,2,1,1,2,,2,2,2,1,1,1,3,2,4,1,1,2,1,1,2,3,2,3,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
3214,1,58,7,1,2,7,3,3,21000,,77777,12,,12,5,9,3,0,2,2,2,1,7,9,10,4,,,4,4,3,5,3,3,3,,,5,2,3,3,2,3,5,1,3,3,4,4,3,3,1,3,3,2,2,4,4,2,3,2,3,3,1,3,2,2,3,1,4,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,9,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,3
826,2,62,4,4,2,12,3,2,10000,13000,13000,1,2,2,5,,,2,2,3,5,3,6,2,4,4,,1,4,5,1,6,2,5,2,3,2,3,3,3,3,4,1,3,,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,3,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,4,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3
916,1,63,4,3,2,12,2,2,11000,,11000,1,,1,3,,,1,7,0,5,3,1,1,0,4,,1,7,4,3,5,2,3,1,3,4,3,4,1,2,3,2,3,2,2,2,2,2,2,1,4,3,2,2,1,2,1,3,3,2,2,1,2,3,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,5,1,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,3.5,1
909,1,54,4,1,3,,2,,13000,,20000,12,,6,5,,,0,0,0,0,,,,10,,12,,6,,3,9,2,1,2,3,5,2,4,2,1,1,4,4,2,4,5,5,5,2,4,1,4,1,4,4,2,2,3,2,2,3,4,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1
1020,2,27,8,2,2,8,2,,12000,,10000,2,,1,6,,,4,6,1,0,5,0,,9,,2,,6,,3,5,1,2,2,3,1,1,2,2,1,5,2,2,2,4,2,1,2,3,3,3,2,4,2,3,3,2,3,2,2,3,4,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1
2695,1,24,12,1,2,15,2,2,22000,17000,17000,3,3,2,7,3,2,0,0,10,0,0,3,3,10,4,3,,5,3,3,3,2,1,2,5,5,2,1,1,2,3,1,1,3,4,3,4,1,5,1,3,2,3,1,2,4,2,3,2,1,1,3,3,4,3,3,2,8,8,8,8,8,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,1,1,8,8,1,8,8,0,0,0,0,0,0,0,0,1,0,0,0,4,5,5,5,5,3,3,5,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,2,2,5,1
290,1,41,7,1,2,10,2,3,10000,13000,15000,1,2,2,6,,,3,5,0,0,3,0,2,7,4,2,,4,5,3,4,2,2,3,2,2,2,2,1,2,3,2,1,4,1,2,2,1,2,2,2,2,2,3,2,2,3,2,2,2,3,2,4,3,2,3,3,8,2,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,5,1,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
4074,2,38,6,2,2,13,4,2,10000,10000,23000,1,1,1,4,1,2,8,2,0,2,1,3,,1,2,,1,6,5,1,5,1,2,1,1,2,2,1,1,1,3,1,2,3,2,3,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,3,2,3,5,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,1,5,5,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,2
2300,1,26,7,1,2,13,2,3,13000,21000,13000,2,6,2,5,2,3,2,5,4,3,1,1,6,1,4,,2,2,6,3,5,2,3,2,2,3,2,3,1,4,1,1,1,3,2,2,2,1,3,3,3,3,3,4,2,2,3,3,2,3,2,2,3,3,3,3,1,8,3,8,3,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,1
2950,2,44,10,2,2,10,2,2,10000,13000,21000,6,2,6,0,6,3,0,0,0,1,10,0,2,0,4,,6,7,6,1,5,3,1,2,1,1,2,1,1,1,2,1,1,3,2,3,2,2,2,2,1,1,1,2,3,2,4,2,2,2,3,2,3,3,2,1,5,1,1,2,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,4,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,5,1
2393,1,47,9,2,2,16,1,1,10000,10000,10000,2,2,2,5,2,3,0,9,0,0,0,0,2,0,4,,2,5,6,1,6,1,2,1,1,2,1,2,2,1,2,2,4,4,1,3,2,1,2,1,1,1,2,3,1,2,1,1,2,3,3,3,4,4,2,2,6,8,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,5,5,5,2,2,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,2,2,3,1
4006,1,68,7,1,2,12,3,2,11000,21000,10000,1,6,2,5,1,2,1,2,2,2,3,2,6,5,4,1,,7,6,3,5,1,1,1,1,1,1,2,2,2,1,1,3,1,2,2,2,1,2,2,3,1,2,3,2,2,3,2,2,3,2,1,1,2,3,3,1,8,8,8,2,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,8,7,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,3,5,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,,,,4,2
2913,2,28,12,4,2,8,2,1,13000,13000,19000,6,2,2,5,6,3,4,6,0,0,8,2,,7,3,,,4,6,1,5,1,2,1,1,2,2,2,3,2,1,2,1,4,1,2,3,2,2,2,1,1,2,2,3,2,1,3,2,3,2,1,4,1,2,2,2,8,8,8,8,8,8,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,8,8,8,8,8,8,5,9,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
4318,1,26,10,2,2,10,2,1,11000,13000,10000,2,2,2,6,2,3,5,8,5,2,2,5,2,1,4,,2,7,5,3,7,2,1,2,1,2,1,1,1,2,2,2,2,3,2,1,2,2,1,1,2,1,1,1,3,2,2,1,2,1,2,1,3,3,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,1,1,5,5,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,4,1
2301,1,26,13,2,2,11,2,3,10000,21000,10000,2,6,2,5,2,2,0,9,10,0,5,0,6,2,4,,2,5,5,1,6,4,3,1,2,1,2,1,1,1,2,2,2,2,1,4,3,3,2,2,2,2,1,1,2,2,2,2,2,3,2,1,2,2,2,2,3,8,8,3,1,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,8,8,8,8,8,2,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,3,5,5,4,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4,1
847,1,17,6,1,3,15,3,3,11000,10000,12000,3,1,9,6,,,1,1,2,0,3,1,,2,2,,3,3,5,2,0,2,3,5,1,3,1,3,2,1,3,1,3,4,3,3,2,1,1,2,3,2,3,2,4,2,2,2,2,2,3,2,4,4,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,8,8,8,8,8,8,8,0,0,0,0,0,0,0,0,0,1,0,0,5,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,4
3636,2,32,7,1,2,14,2,3,10000,13000,12000,2,2,1,6,,,2,6,5,1,6,5,2,1,4,,,5,2,3,5,3,3,4,2,3,2,2,1,2,3,2,4,3,1,1,2,4,2,2,1,2,2,1,3,3,4,2,2,2,3,3,3,3,2,4,1,2,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,8,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,3,5,5,5,4,4,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,3,1
2685,1,45,7,2,2,12,2,,10000,,22000,3,,3,5,3,2,4,3,9,3,6,5,,4,,,3,4,,1,6,1,2,2,3,1,2,2,2,2,4,1,1,3,3,3,2,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1
2353,2,54,6,3,2,13,3,1,10000,13000,10000,2,8,2,6,2,2,4,9,0,0,5,0,8,9,4,2,,6,3,3,5,2,2,4,2,3,2,2,2,1,2,1,2,2,2,3,1,2,2,2,2,1,1,2,2,1,4,2,2,3,2,2,2,2,3,1,5,8,5,8,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,1,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,2,,,,4.5,2
876,2,65,6,1,3,3,3,2,20000,,12000,12,,12,,,,1,0,0,0,0,1,8,10,4,,,4,4,2,0,3,2,3,3,5,1,1,1,2,5,2,2,,4,3,5,5,5,1,1,3,5,1,3,3,5,1,2,2,3,2,,3,2,1,7,7,7,8,7,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,9,8,9,8,8,9,9,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,3
1772,2,72,7,1,2,11,3,2,11000,11000,13000,1,1,2,5,1,3,9,6,4,0,2,5,1,2,4,,1,6,4,3,3,2,1,2,3,3,1,2,3,1,1,2,1,,2,4,2,3,2,1,2,2,1,3,3,2,2,1,2,3,2,1,,,3,2,7,5,8,8,8,8,8,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
957,1,16,4,2,2,14,3,2,10000,10000,12000,2,2,2,6,,,3,8,4,1,4,4,2,8,4,2,,2,6,3,4,2,1,2,3,2,2,2,2,1,2,1,3,3,2,2,3,3,1,1,3,2,2,2,2,3,2,2,2,3,2,2,3,3,3,4,8,8,8,8,1,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,8,8,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,2,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,4,4
301,2,28,10,1,3,10,4,,22000,,11000,,,1,5,,,5,5,0,0,5,,,10,,,,3,,3,5,5,3,3,3,5,1,1,5,3,3,1,5,,4,5,5,,5,3,3,3,2,2,5,3,5,2,3,3,2,4,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5
2305,1,32,13,1,1,14,2,3,10000,12000,10000,2,2,2,7,2,1,0,10,0,0,0,0,2,10,4,2,,7,6,2,0,2,2,2,1,1,2,2,1,1,4,1,2,3,4,1,2,2,5,2,2,1,3,1,2,5,1,1,3,2,1,2,3,3,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,3,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,2
258,2,63,4,1,2,9,2,2,10000,10000,22000,1,1,3,7,1,1,10,4,3,1,6,5,1,2,4,,1,4,6,1,7,2,2,1,2,1,1,2,2,2,1,1,3,2,3,2,2,3,2,2,3,2,2,2,2,2,2,1,2,3,2,3,2,2,2,3,3,4,8,8,8,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,8,1,8,8,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,2
1743,1,38,10,1,2,9,2,2,10000,13000,11000,1,2,1,0,1,1,10,0,0,0,0,0,2,10,4,1,,4,6,3,0,2,3,2,2,2,1,2,1,2,1,1,1,1,3,1,2,2,1,2,4,2,2,2,2,3,1,3,2,2,2,2,1,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,3,1,1,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,2
904,1,42,8,3,2,13,2,,10000,,21000,1,,1,5,,,6,5,4,5,3,4,,4,,,6,6,,3,3,2,2,2,1,2,2,1,4,3,2,3,2,3,2,1,3,2,1,2,3,1,2,4,2,2,2,2,2,3,4,2,3,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1
2336,2,44,7,1,,,2,,11000,,77777,12,,2,6,2,2,5,9,3,2,2,3,,10,,2,,2,,1,3,,2,2,3,5,2,1,3,3,2,3,4,2,3,3,3,3,3,3,3,,5,1,2,3,4,3,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,1
4073,1,59,10,2,2,15,2,2,12000,10000,10000,1,1,1,5,1,1,6,3,4,5,2,2,1,5,4,1,,6,6,1,5,2,2,1,3,2,2,1,2,1,1,2,2,3,1,1,2,2,2,1,2,2,3,1,1,1,2,2,2,1,2,2,3,3,3,2,5,3,2,3,3,8,8,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4,2
2273,1,31,12,4,2,11,1,,10000,,11000,2,,2,5,2,2,4,9,2,0,6,0,,10,,2,,6,,1,6,1,2,1,2,1,1,3,3,1,2,1,1,2,5,2,1,1,2,1,2,1,2,1,1,3,1,2,2,2,1,1,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1
4273,1,26,12,1,2,11,2,1,10000,22000,11000,2,6,2,5,2,2,0,10,0,0,0,6,6,5,4,2,,5,6,1,5,3,2,3,2,2,2,3,1,2,3,1,1,4,1,2,1,3,2,3,2,2,2,1,1,2,2,1,2,1,2,1,4,2,2,1,4,3,1,1,8,8,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,6,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,4,2,4,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,5,1
2318,2,79,3,1,2,8,3,,11000,,11000,2,,2,5,2,3,7,8,0,0,3,3,,8,,2,,7,,3,,3,3,3,5,5,1,3,2,3,3,2,3,3,3,3,3,2,5,1,3,2,2,2,4,3,1,4,2,3,4,3,3,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,1
1744,2,71,4,1,2,12,2,2,11000,10000,10000,1,3,1,6,1,2,6,1,0,0,1,1,1,8,4,1,,6,5,1,6,1,2,3,1,1,4,1,1,1,1,1,2,,2,2,3,2,3,1,2,3,3,3,3,3,5,2,1,3,2,2,,,2,2,2,5,4,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,1,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,4.5,1
2706,1,58,7,3,3,8,2,,10000,,12000,3,,3,7,3,2,6,9,10,7,6,4,,7,,3,,4,,3,5,5,2,4,3,3,4,3,3,4,4,2,1,4,1,2,1,2,4,2,2,1,1,3,2,2,1,2,2,3,4,2,4,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,1
314,1,34,7,2,2,11,1,2,10000,10000,17000,1,2,3,5,1,2,7,3,2,2,1,6,2,5,4,1,,5,6,1,8,1,2,1,1,1,1,1,2,3,2,2,1,2,2,3,1,2,2,2,1,3,2,2,1,2,1,2,1,2,3,4,2,2,1,2,3,3,2,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,1
2275,1,34,9,4,2,10,2,3,10000,10000,12000,1,1,2,6,2,2,7,6,3,1,6,2,1,7,4,2,,5,6,3,6,3,2,3,1,1,1,2,5,3,2,1,2,3,2,2,3,4,2,2,2,1,2,2,2,1,2,1,2,2,2,2,3,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,1,3,5,5,2,2,2,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,2,2,2,4.5,1
817,1,16,4,4,3,9,2,1,10000,21000,11000,6,1,3,,,,2,3,3,4,4,3,,2,2,,10,1,4,3,5,3,1,4,2,1,2,2,2,1,2,3,2,2,2,2,3,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,2,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,3.5,1
1729,2,30,10,4,1,11,1,2,10000,10000,12000,1,1,1,1,1,2,10,1,6,1,4,2,,1,2,,1,7,6,2,4,1,5,2,3,1,1,1,5,3,1,2,2,1,2,2,1,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,1,2,2,1,5,9,8,8,8,8,8,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4,1
2379,1,34,10,2,2,9,2,2,21000,12000,12000,7,2,2,7,2,2,3,6,5,3,4,2,,3,2,,2,6,6,3,7,2,3,2,4,2,1,1,1,3,2,2,1,2,5,2,1,2,3,3,1,4,2,2,2,2,1,1,3,2,3,2,2,2,1,1,3,3,1,8,4,8,8,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,4.5,1
2274,1,45,10,4,2,13,1,3,10000,21000,21000,2,6,2,4,2,2,4,5,4,5,4,5,6,10,4,2,,6,5,1,5,2,1,5,3,2,2,2,2,1,2,2,3,2,1,2,3,2,2,3,2,2,2,2,2,2,2,3,2,2,4,4,2,2,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,5,1,5,5,5,2,1,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,2,2,3.5,1
3965,1,58,4,4,2,8,2,2,10000,10000,11000,1,1,2,5,1,2,9,1,5,4,2,3,1,6,4,1,,6,6,3,7,2,2,1,3,1,2,2,3,1,2,2,1,3,2,2,2,1,1,1,2,2,3,3,2,2,2,2,2,2,3,2,3,2,3,2,4,8,8,8,8,8,8,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,5,5,5,5,5,4,4,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,,,,4.5,1
2276,1,45,13,4,2,13,2,1,21000,10000,77777,2,2,2,6,2,1,1,10,0,3,0,3,2,1,4,,2,4,6,3,0,1,2,1,2,3,2,1,1,2,1,1,1,2,1,2,3,3,1,1,3,1,2,1,2,3,1,2,2,2,3,3,2,3,1,2,3,4,1,8,1,8,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,8,8,8,8,5,8,8,0,0,0,0,1,0,0,0,0,0,0,0,5,1,1,5,5,1,1,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,2,5,2
